Arctic_continuous,Arctic_discontinuous,Arctic_isolated,Arctic_no_permafrost,Arctic_sporadic
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
29.106614,NA,NA,NA,NA
27.652782,NA,NA,NA,NA
27.645969,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
30.742065,NA,NA,NA,NA
24.973217,NA,NA,NA,NA
22.810041,NA,NA,NA,NA
27.05178,NA,NA,NA,NA
29.601918,NA,NA,NA,NA
28.173777,NA,NA,NA,NA
19.839599,NA,NA,NA,NA
NA,NA,NA,NA,NA
30.313025,NA,NA,NA,NA
4.056541,NA,NA,NA,NA
6.904445,NA,NA,NA,NA
15.877039,NA,NA,NA,NA
16.057943,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
18.604672,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
19.959832,NA,NA,NA,NA
21.538128,NA,NA,NA,NA
19.526374,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.284321,NA,NA,NA,NA
25.836253,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
29.791533,NA,NA,NA,NA
30.498081,NA,NA,NA,NA
16.342754,NA,NA,NA,NA
16.044207,NA,NA,NA,NA
15.444017,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.072371,NA,NA,NA,NA
25.457728,NA,NA,NA,NA
2.505084,NA,NA,NA,NA
-10.575673,NA,NA,NA,NA
25.373698,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
17.373103,NA,NA,NA,NA
-7.031227,NA,NA,NA,NA
24.671064,NA,NA,NA,NA
24.38556,NA,NA,NA,NA
23.917264,NA,NA,NA,NA
22.309927,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.307477,NA,NA,NA,NA
21.056098,NA,NA,NA,NA
-12.908633,NA,NA,NA,NA
27.1694,NA,NA,NA,NA
24.661627,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
21.110561,NA,NA,NA,NA
NA,NA,NA,NA,NA
-8.14471,NA,NA,NA,NA
25.988173,NA,NA,NA,NA
15.084743,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
18.640463,NA,NA,NA,NA
19.753681,NA,NA,NA,NA
21.182743,NA,NA,NA,NA
-5.388894,NA,NA,NA,NA
24.040352,NA,NA,NA,NA
25.624438,NA,NA,NA,NA
25.26409,NA,NA,NA,NA
27.145814,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-3.792194,NA,NA,NA,NA
22.609373,NA,NA,NA,NA
20.331801,NA,NA,NA,NA
-12.47517,NA,NA,NA,NA
25.042798,NA,NA,NA,NA
25.781628,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.504354,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.629439,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.150819,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.179305,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.444761,NA,NA,NA,NA
24.606882,NA,NA,NA,NA
24.709307,NA,NA,NA,NA
12.119487,NA,NA,NA,NA
26.349995,NA,NA,NA,NA
26.446709,NA,NA,NA,NA
25.519095,NA,NA,NA,NA
14.156632,NA,NA,NA,NA
24.493378,NA,NA,NA,NA
23.213207,NA,NA,NA,NA
26.098427,NA,NA,NA,NA
14.625907,NA,NA,NA,NA
27.267612,NA,NA,NA,NA
13.98887,NA,NA,NA,NA
25.027392,NA,NA,NA,NA
23.032158,NA,NA,NA,NA
24.109113,NA,NA,NA,NA
24.819421,NA,NA,NA,NA
25.581686,NA,NA,NA,NA
25.867075,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.55366,NA,NA,NA,NA
23.01439,NA,NA,NA,NA
24.992791,NA,NA,NA,NA
26.247862,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.78195,NA,NA,NA,NA
23.294821,NA,NA,NA,NA
-0.509502,NA,NA,NA,NA
11.440784,NA,NA,NA,NA
25.280197,NA,NA,NA,NA
21.790734,NA,NA,NA,NA
22.925944,NA,NA,NA,NA
21.753208,NA,NA,NA,NA
23.193186,NA,NA,NA,NA
15.057546,NA,NA,NA,NA
26.218236,NA,NA,NA,NA
26.711799,NA,NA,NA,NA
22.287312,NA,NA,NA,NA
25.129046,NA,NA,NA,NA
21.791664,NA,NA,NA,NA
8.958753,NA,NA,NA,NA
24.893687,NA,NA,NA,NA
25.105012,NA,NA,NA,NA
26.337843,NA,NA,NA,NA
11.476333,NA,NA,NA,NA
22.810792,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.391978,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.948368,NA,NA,NA,NA
26.060877,NA,NA,NA,NA
24.989714,NA,NA,NA,NA
25.243708,NA,NA,NA,NA
14.392623,NA,NA,NA,NA
21.997888,NA,NA,NA,NA
21.299309,NA,NA,NA,NA
28.322122,NA,NA,NA,NA
28.573446,NA,NA,NA,NA
12.399629,NA,NA,NA,NA
25.314696,NA,NA,NA,NA
24.619613,NA,NA,NA,NA
23.246595,NA,NA,NA,NA
22.663285,NA,NA,NA,NA
22.353077,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.752345,NA,NA,NA,NA
NA,NA,NA,NA,NA
21.923131,NA,NA,NA,NA
20.837532,NA,NA,NA,NA
7.707023,NA,NA,NA,NA
28.507701,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
22.096124,NA,NA,NA,NA
21.815046,NA,NA,NA,NA
11.249966,NA,NA,NA,NA
28.813788,NA,NA,NA,NA
NA,NA,NA,NA,NA
21.221116,NA,NA,NA,NA
21.229059,NA,NA,NA,NA
10.302786,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.959459,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
9.471165,NA,NA,NA,NA
21.361755,NA,NA,NA,NA
20.990071,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.791802,NA,NA,NA,NA
21.91706,NA,NA,NA,NA
22.851822,NA,NA,NA,NA
14.616245,NA,NA,NA,NA
28.238909,NA,NA,NA,NA
13.81178,NA,NA,NA,NA
21.895131,NA,NA,NA,NA
21.826645,NA,NA,NA,NA
29.258542,NA,NA,NA,NA
22.214205,NA,NA,NA,NA
24.534468,NA,NA,NA,NA
29.472194,NA,NA,NA,NA
23.915135,NA,NA,NA,NA
11.75663,NA,NA,NA,NA
29.333297,NA,NA,NA,NA
14.06471,NA,NA,NA,NA
25.179254,NA,NA,NA,NA
25.280419,NA,NA,NA,NA
22.016154,NA,NA,NA,NA
23.014996,NA,NA,NA,NA
14.124459,NA,NA,NA,NA
28.936999,NA,NA,NA,NA
28.507057,NA,NA,NA,NA
28.843211,NA,NA,NA,NA
25.860019,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.586159,NA,NA,NA,NA
22.809827,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.829304,NA,NA,NA,NA
26.356612,NA,NA,NA,NA
NA,NA,NA,NA,NA
22.578378,NA,NA,NA,NA
25.067619,NA,NA,NA,NA
23.744256,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.660026,NA,NA,NA,NA
26.40513,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.954671,NA,NA,NA,NA
21.530969,NA,NA,NA,NA
21.543187,NA,NA,NA,NA
12.497247,NA,NA,NA,NA
28.61351,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.435553,NA,NA,NA,NA
18.226758,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.639367,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.475089,NA,NA,NA,NA
28.60152,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.58457,NA,NA,NA,NA
23.745224,NA,NA,NA,NA
28.778133,NA,NA,NA,NA
25.494536,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.082215,NA,NA,NA,NA
22.871354,NA,NA,NA,NA
22.123157,NA,NA,NA,NA
23.621201,NA,NA,NA,NA
22.36296,NA,NA,NA,NA
24.001185,NA,NA,NA,NA
23.047006,NA,NA,NA,NA
23.254519,NA,NA,NA,NA
28.445492,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.376534,NA,NA,NA,NA
17.2307,NA,NA,NA,NA
28.58922,NA,NA,NA,NA
28.38324,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.255758,NA,NA,NA,NA
26.471448,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.855796,NA,NA,NA,NA
25.004651,NA,NA,NA,NA
25.581839,NA,NA,NA,NA
25.646053,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.4277,NA,NA,NA,NA
25.44346,NA,NA,NA,NA
24.763041,NA,NA,NA,NA
22.548775,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.430155,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.22631,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.641998,NA,NA,NA,NA
21.578609,NA,NA,NA,NA
23.371804,NA,NA,NA,NA
22.548043,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.633439,NA,NA,NA,NA
17.18688,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.743781,NA,NA,NA,NA
24.551087,NA,NA,NA,NA
25.337076,NA,NA,NA,NA
13.765081,NA,NA,NA,NA
24.214175,NA,NA,NA,NA
24.612898,NA,NA,NA,NA
28.511608,NA,NA,NA,NA
28.488346,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.976181,NA,NA,NA,NA
24.668875,NA,NA,NA,NA
24.894541,NA,NA,NA,NA
23.173019,NA,NA,NA,NA
12.575426,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
15.523111,NA,NA,NA,NA
23.768978,NA,NA,NA,NA
22.754425,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
22.592179,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.561701,NA,NA,NA,NA
19.337061,NA,NA,NA,NA
26.810303,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.262922,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.100746,NA,NA,NA,NA
25.018796,NA,NA,NA,NA
25.043463,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.693077,NA,NA,NA,NA
23.015025,NA,NA,NA,NA
24.453475,NA,NA,NA,NA
24.342593,NA,NA,NA,NA
13.376967,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.950713,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.622382,NA,NA,NA,NA
NA,NA,NA,NA,NA
21.348501,NA,NA,NA,NA
22.76747,NA,NA,NA,NA
24.722877,NA,NA,NA,NA
24.676416,NA,NA,NA,NA
24.750485,NA,NA,NA,NA
11.111203,NA,NA,NA,NA
23.988611,NA,NA,NA,NA
24.982275,NA,NA,NA,NA
24.894153,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
27.185973,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.633341,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.96798,NA,NA,NA,NA
23.968249,NA,NA,NA,NA
24.00097,NA,NA,NA,NA
23.74665,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.032762,NA,NA,NA,NA
24.438454,NA,NA,NA,NA
23.883385,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.486942,NA,NA,NA,NA
NA,NA,NA,NA,NA
18.427273,NA,NA,NA,NA
NA,NA,NA,NA,NA
19.785724,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.797814,NA,NA,NA,NA
24.836504,NA,NA,NA,NA
24.287279,NA,NA,NA,NA
24.285993,NA,NA,NA,NA
27.423474,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.982726,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.765626,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.310013,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.869929,NA,NA,NA,NA
24.687517,NA,NA,NA,NA
23.921329,NA,NA,NA,NA
23.79728,NA,NA,NA,NA
26.787473,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
19.577712,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.210542,NA,NA,NA,NA
25.711755,NA,NA,NA,NA
23.790099,NA,NA,NA,NA
23.900893,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.483909,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.035852,NA,NA,NA,NA
24.273862,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.450291,NA,NA,NA,NA
23.937105,NA,NA,NA,NA
28.715809,NA,NA,NA,NA
28.151025,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
18.227967,NA,NA,NA,NA
24.796414,NA,NA,NA,NA
25.357617,NA,NA,NA,NA
25.162966,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.505723,NA,NA,NA,NA
24.945595,NA,NA,NA,NA
24.389574,NA,NA,NA,NA
24.871387,NA,NA,NA,NA
25.311048,NA,NA,NA,NA
13.70149,NA,NA,NA,NA
24.068745,NA,NA,NA,NA
13.686099,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.36745,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.796375,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
17.561351,NA,NA,NA,NA
14.294586,NA,NA,NA,NA
25.563208,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.252139,NA,NA,NA,NA
22.387664,NA,NA,NA,NA
23.883321,NA,NA,NA,NA
23.749083,NA,NA,NA,NA
24.307144,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.832508,NA,NA,NA,NA
22.777626,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.214873,NA,NA,NA,NA
24.043162,NA,NA,NA,NA
23.710526,NA,NA,NA,NA
23.587545,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.772145,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.981039,NA,NA,NA,NA
24.854805,NA,NA,NA,NA
24.804519,NA,NA,NA,NA
24.902504,NA,NA,NA,NA
25.305515,NA,NA,NA,NA
19.196364,NA,NA,NA,NA
25.19738,NA,NA,NA,NA
26.271308,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.960783,NA,NA,NA,NA
24.555531,NA,NA,NA,NA
24.601322,NA,NA,NA,NA
24.848831,NA,NA,NA,NA
15.386585,NA,NA,NA,NA
16.624268,NA,NA,NA,NA
24.245083,NA,NA,NA,NA
23.855308,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.624592,NA,NA,NA,NA
17.144143,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.145507,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.833634,NA,NA,NA,NA
25.126562,NA,NA,NA,NA
25.247549,NA,NA,NA,NA
25.176535,NA,NA,NA,NA
25.182446,NA,NA,NA,NA
24.474934,NA,NA,NA,NA
23.579377,NA,NA,NA,NA
22.776096,NA,NA,NA,NA
24.208403,NA,NA,NA,NA
19.89706,NA,NA,NA,NA
24.152007,NA,NA,NA,NA
23.749971,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.614092,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.811962,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.041946,NA,NA,NA,NA
28.488687,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.353926,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.25111,NA,NA,NA,NA
28.382523,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.663595,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.190851,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.485726,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
27.184701,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.626219,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.305727,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
28.706622,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.334676,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
13.95352,NA,NA,NA,NA
27.000765,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.433734,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
26.708882,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
22.324636,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
